project	project_alt_name	tag2	tag	category	year	annual_allocation	non_annual_allocation	total	notes_annual	notes_non-annual
ABM Hong Kong Swatow Baptist Church Community Service Association		Social welfare provision (HKCSS agency members)	Other	Community services	2012			0		
ABM Hong Kong Swatow Baptist Church Community Service Association		Social welfare provision (HKCSS agency members)	Other	Community services	2013		1180	1180		"To fund its youth development ""ELITE - HKJC Project"" for three years"
ABM Hong Kong Swatow Baptist Church Community Service Association		Social welfare provision (HKCSS agency members)	Other	Community services	2014			0		
ABM Hong Kong Swatow Baptist Church Community Service Association		Social welfare provision (HKCSS agency members)	Other	Community services	2015			0		
ABM Hong Kong Swatow Baptist Church Community Service Association		Social welfare provision (HKCSS agency members)	Other	Community services	2016			0		
ABM Hong Kong Swatow Baptist Church Community Service Association		Social welfare provision (HKCSS agency members)	Other	Community services	2017			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1980			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1981			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1982			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1983			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1984			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1985			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1986			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1987			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1988			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1989			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1990			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1991			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1992			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1993			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1994			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1995			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1996			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1997			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1998			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	1999			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2000			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2001			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2002			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2003			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2004			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2005			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2006			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2007			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2008			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2009			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2010			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2011		3990	3990		To fund a three-year education project Jockey Club From Page to Stage Programme
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2012			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2013			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2014		5440	5440		"To fund a three-year expanded programme for the Jockey Club ""From Page to Stage"" Programme"
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2015			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2016			0		
Absolutely Fabulous Theatre Connection Company Limited		Other	Other	"Sports, recreation and culture"	2017			0		
Action Committee Against Narcotics		Other	Other	Education and training	1980		12	12		
Action Committee Against Narcotics		Other	Other	Education and training	1981			0		
Action Committee Against Narcotics		Other	Other	Education and training	1982			0		
Action Committee Against Narcotics		Other	Other	Education and training	1983			0		
Action Committee Against Narcotics		Other	Other	Education and training	1984			0		
Action Committee Against Narcotics		Other	Other	Education and training	1985			0		
Action Committee Against Narcotics		Other	Other	Education and training	1986			0		
Action Committee Against Narcotics		Other	Other	Education and training	1987			0		
Action Committee Against Narcotics		Other	Other	Education and training	1988			0		
Action Committee Against Narcotics		Other	Other	Education and training	1989			0		
Action Committee Against Narcotics		Other	Other	Education and training	1990			0		
Action Committee Against Narcotics		Other	Other	Education and training	1991			0		
Action Committee Against Narcotics		Other	Other	Education and training	1992			0		
Action Committee Against Narcotics		Other	Other	Education and training	1993			0		
Action Committee Against Narcotics		Other	Other	Education and training	1994			0		
Action Committee Against Narcotics		Other	Other	Education and training	1995			0		
Action Committee Against Narcotics		Other	Other	Education and training	1996			0		
Action Committee Against Narcotics		Other	Other	Education and training	1997			0		
Action Committee Against Narcotics		Other	Other	Education and training	1998			0		
Action Committee Against Narcotics		Other	Other	Education and training	1999			0		
Action Committee Against Narcotics		Other	Other	Education and training	2000		38400	38400		To provide a purpose-built exhibition hall which will form a major part of the Hong Kong Jockey Club Drug InfoCentre
Action Committee Against Narcotics		Other	Other	Education and training	2001			0		
Action Committee Against Narcotics		Other	Other	Education and training	2002			0		
Action Committee Against Narcotics		Other	Other	Education and training	2003		12180	12180		To upgrade the exhibit design of the Hong Kong Jockey Club Drug InfoCentre Exhibition Hall
Action Committee Against Narcotics		Other	Other	Education and training	2004			0		
Action Committee Against Narcotics		Other	Other	Education and training	2005			0		
Action Committee Against Narcotics		Other	Other	Education and training	2006			0		
Action Committee Against Narcotics		Other	Other	Education and training	2007			0		
Action Committee Against Narcotics		Other	Other	Education and training	2008			0		
Action Committee Against Narcotics		Other	Other	Education and training	2009			0		
Action Committee Against Narcotics		Other	Other	Education and training	2010			0		
Action Committee Against Narcotics		Other	Other	Education and training	2011			0		
Action Committee Against Narcotics		Other	Other	Education and training	2012			0		
Action Committee Against Narcotics		Other	Other	Education and training	2013			0		
Action Committee Against Narcotics		Other	Other	Education and training	2014			0		
Action Committee Against Narcotics		Other	Other	Education and training	2015			0		
Action Committee Against Narcotics		Other	Other	Education and training	2016			0		
Action Committee Against Narcotics		Other	Other	Education and training	2017			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1980			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1981			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1982			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1983			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1984			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1985			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1986			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1987			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1988			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1989			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1990			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1991			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1992			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1993			0		
Action for REACH OUT	Action for Reach Out	Social welfare provision (HKCSS agency members)	Other	Community services	1994			0		
